Zipcode,ARREST_YEAR,ARREST_QUARTER,#_ARRESTS,ARREST_CHANGE
10474.0,2017,0,510,20.0
10474.0,2017,1,420,-17.647058823529413
10474.0,2017,2,492,17.142857142857142
10474.0,2017,3,410,-16.666666666666664
10474.0,2018,0,346,-15.609756097560975
10474.0,2018,1,283,-18.20809248554913
10474.0,2018,2,312,10.247349823321555
10474.0,2018,3,257,-17.628205128205128
10474.0,2019,0,284,10.505836575875486
10474.0,2019,1,228,-19.718309859154928
10474.0,2019,2,238,4.385964912280701
10474.0,2019,3,229,-3.7815126050420167
10474.0,2020,0,189,-17.46724890829694
10474.0,2020,1,96,-49.2063492063492
10474.0,2020,2,156,62.5
10474.0,2020,3,181,16.025641025641026
10474.0,2021,0,97,-46.408839779005525
10474.0,2021,1,83,-14.432989690721648
10474.0,2021,2,145,74.69879518072288
10474.0,2021,3,114,-21.379310344827587
10474.0,2022,0,158,38.59649122807017
10474.0,2022,1,221,39.87341772151899
10474.0,2022,2,235,6.334841628959276
10474.0,2022,3,239,1.702127659574468
10474.0,2023,0,200,-16.317991631799163
10474.0,2023,1,224,12.0
10475.0,2006,0,199,
10475.0,2006,1,172,-13.5678391959799
10475.0,2006,2,188,9.30232558139535
10475.0,2006,3,198,5.319148936170213
10475.0,2007,0,226,14.14141414141414
10475.0,2007,1,186,-17.699115044247787
10475.0,2007,2,232,24.731182795698924
10475.0,2007,3,217,-6.4655172413793105
10475.0,2008,0,209,-3.686635944700461
10475.0,2008,1,212,1.4354066985645932
10475.0,2008,2,183,-13.679245283018867
10475.0,2008,3,242,32.240437158469945
10475.0,2009,0,253,4.545454545454546
10475.0,2009,1,225,-11.067193675889328
10475.0,2009,2,212,-5.777777777777778
10475.0,2009,3,194,-8.49056603773585
10475.0,2010,0,242,24.742268041237114
10475.0,2010,1,240,-0.8264462809917356
10475.0,2010,2,250,4.166666666666666
10475.0,2010,3,219,-12.4
10475.0,2011,0,246,12.32876712328767
10475.0,2011,1,214,-13.008130081300814
10475.0,2011,2,294,37.38317757009346
10475.0,2011,3,249,-15.306122448979592
10475.0,2012,0,183,-26.506024096385545
10475.0,2012,1,197,7.650273224043716
10475.0,2012,2,213,8.121827411167512
10475.0,2012,3,189,-11.267605633802818
10475.0,2013,0,177,-6.349206349206349
10475.0,2013,1,213,20.33898305084746
10475.0,2013,2,175,-17.84037558685446
10475.0,2013,3,193,10.285714285714285
10475.0,2014,0,192,-0.5181347150259068
10475.0,2014,1,215,11.979166666666668
10475.0,2014,2,212,-1.3953488372093024
10475.0,2014,3,266,25.471698113207548
10475.0,2015,0,219,-17.669172932330827
10475.0,2015,1,307,40.182648401826484
10475.0,2015,2,261,-14.983713355048861
10475.0,2015,3,287,9.961685823754788
10475.0,2016,0,193,-32.752613240418114
10475.0,2016,1,168,-12.953367875647666
10475.0,2016,2,152,-9.523809523809524
10475.0,2016,3,148,-2.631578947368421
10475.0,2017,0,149,0.6756756756756757
10475.0,2017,1,175,17.449664429530202
10475.0,2017,2,136,-22.285714285714285
10475.0,2017,3,205,50.73529411764706
10475.0,2018,0,156,-23.902439024390244
10475.0,2018,1,130,-16.666666666666664
10475.0,2018,2,131,0.7692307692307693
10475.0,2018,3,219,67.17557251908397
10475.0,2019,0,168,-23.28767123287671
10475.0,2019,1,123,-26.785714285714285
10475.0,2019,2,128,4.0650406504065035
10475.0,2019,3,99,-22.65625
10475.0,2020,0,103,4.040404040404041
10475.0,2020,1,53,-48.54368932038835
10475.0,2020,2,42,-20.754716981132077
10475.0,2020,3,66,57.14285714285714
10475.0,2021,0,78,18.181818181818183
10475.0,2021,1,54,-30.76923076923077
10475.0,2021,2,63,16.666666666666664
10475.0,2021,3,83,31.746031746031743
10475.0,2022,0,51,-38.55421686746988
10475.0,2022,1,58,13.725490196078432
10475.0,2022,2,66,13.793103448275861
10475.0,2022,3,107,62.121212121212125
10475.0,2023,0,138,28.971962616822427
10475.0,2023,1,154,11.594202898550725
11001.0,2006,0,10,
11001.0,2006,1,1,-90.0
11001.0,2006,2,4,300.0
11001.0,2006,3,5,25.0
11001.0,2007,0,5,0.0
11001.0,2007,1,5,0.0
11001.0,2007,2,7,40.0
11001.0,2007,3,11,57.14285714285714
11001.0,2008,0,1,-90.9090909090909
11001.0,2008,2,4,100.0
11001.0,2008,3,1,-75.0
11001.0,2009,0,4,300.0
11001.0,2009,1,8,100.0
11001.0,2009,3,3,100.0
11001.0,2010,0,5,66.66666666666666
11001.0,2010,3,3,100.0
11001.0,2011,1,5,100.0
11001.0,2011,2,5,0.0
11001.0,2011,3,8,60.0
11001.0,2012,0,7,-12.5
11001.0,2012,2,4,100.0
11001.0,2012,3,4,0.0
11001.0,2013,0,7,75.0
11001.0,2013,1,6,-14.285714285714285
11001.0,2013,3,7,100.0
11001.0,2014,0,6,-14.285714285714285
11001.0,2014,1,19,216.66666666666666
11001.0,2014,2,7,-63.1578947368421
11001.0,2014,3,7,0.0
11001.0,2015,0,3,-57.14285714285714
11001.0,2015,1,5,66.66666666666666
11001.0,2015,2,1,-80.0
11001.0,2015,3,8,700.0
11001.0,2016,0,1,-87.5
11001.0,2016,1,6,500.0
11001.0,2016,2,5,-16.666666666666664
11001.0,2016,3,3,-40.0
11001.0,2017,0,4,33.33333333333333
11001.0,2017,1,4,0.0
11001.0,2017,2,3,-25.0
11001.0,2017,3,5,66.66666666666666
11001.0,2018,0,1,-80.0
11001.0,2018,1,4,300.0
11001.0,2018,2,10,150.0
11001.0,2018,3,2,-80.0
11001.0,2019,0,1,-50.0
11001.0,2019,1,3,200.0
11001.0,2019,2,2,-33.33333333333333
11001.0,2019,3,2,0.0
11001.0,2020,0,2,0.0
11001.0,2020,1,1,-50.0
11001.0,2020,2,2,100.0
11001.0,2021,0,3,100.0
11001.0,2021,1,2,-33.33333333333333
11001.0,2021,2,1,-50.0
11001.0,2021,3,3,200.0
11001.0,2022,0,2,-33.33333333333333
11001.0,2022,1,2,0.0
11001.0,2022,2,6,200.0
11001.0,2023,0,3,100.0
11001.0,2023,1,12,300.0
11004.0,2006,0,25,
11004.0,2006,1,32,28.000000000000004
11004.0,2006,2,15,-53.125
11004.0,2006,3,12,-20.0
11004.0,2007,0,12,0.0
11004.0,2007,1,19,58.333333333333336
11004.0,2007,2,48,152.63157894736844
11004.0,2007,3,35,-27.083333333333332
11004.0,2008,0,40,14.285714285714285
11004.0,2008,1,30,-25.0
11004.0,2008,2,29,-3.3333333333333335
11004.0,2008,3,42,44.827586206896555
11004.0,2009,0,63,50.0
11004.0,2009,1,28,-55.55555555555556
11004.0,2009,2,23,-17.857142857142858
11004.0,2009,3,18,-21.73913043478261
11004.0,2010,0,9,-50.0
11004.0,2010,1,30,233.33333333333334
11004.0,2010,2,22,-26.666666666666668
11004.0,2010,3,9,-59.09090909090909
11004.0,2011,0,13,44.44444444444444
11004.0,2011,1,20,53.84615384615385
11004.0,2011,2,12,-40.0
11004.0,2011,3,13,8.333333333333332
11004.0,2012,0,17,30.76923076923077
11004.0,2012,1,14,-17.647058823529413
11004.0,2012,2,13,-7.142857142857142
11004.0,2012,3,10,-23.076923076923077
11004.0,2013,0,29,190.0
11004.0,2013,1,23,-20.689655172413794
11004.0,2013,2,27,17.391304347826086
11004.0,2013,3,28,3.7037037037037033
11004.0,2014,0,19,-32.142857142857146
11004.0,2014,1,29,52.63157894736842
11004.0,2014,2,15,-48.275862068965516
11004.0,2014,3,27,80.0
11004.0,2015,0,8,-70.37037037037037
11004.0,2015,1,13,62.5
11004.0,2015,2,16,23.076923076923077
11004.0,2015,3,10,-37.5
11004.0,2016,0,11,10.0
11004.0,2016,1,21,90.9090909090909
11004.0,2016,2,9,-57.14285714285714
11004.0,2016,3,24,166.66666666666669
11004.0,2017,0,35,45.83333333333333
11004.0,2017,1,19,-45.714285714285715
11004.0,2017,2,10,-47.368421052631575
11004.0,2017,3,7,-30.0
11004.0,2018,0,7,0.0
11004.0,2018,1,6,-14.285714285714285
11004.0,2018,2,6,0.0
11004.0,2018,3,8,33.33333333333333
11004.0,2019,0,2,-75.0
11004.0,2019,1,11,450.0
11004.0,2019,2,8,-27.27272727272727
11004.0,2019,3,6,-25.0
11004.0,2020,0,3,-50.0
11004.0,2020,1,5,66.66666666666666
11004.0,2020,2,2,-60.0
11004.0,2020,3,6,200.0
11004.0,2021,0,7,16.666666666666664
11004.0,2021,1,6,-14.285714285714285
11004.0,2021,2,12,100.0
11004.0,2021,3,12,0.0
11004.0,2022,0,13,8.333333333333332
11004.0,2022,1,12,-7.6923076923076925
11004.0,2022,2,6,-50.0
11004.0,2022,3,2,-66.66666666666666
11004.0,2023,0,3,50.0
11004.0,2023,1,12,300.0
11005.0,2006,0,5,
11005.0,2006,1,1,-80.0
11005.0,2006,2,1,0.0
11005.0,2006,3,1,0.0
11005.0,2007,0,2,100.0
11005.0,2007,1,4,100.0
11005.0,2007,2,1,-75.0
11005.0,2007,3,6,500.0
11005.0,2008,0,4,-33.33333333333333
11005.0,2008,1,1,-75.0
11005.0,2008,2,3,200.0
11005.0,2008,3,5,66.66666666666666
11005.0,2009,0,5,0.0
11005.0,2009,1,2,-60.0
11005.0,2009,2,4,100.0
11005.0,2009,3,1,-75.0
11005.0,2010,0,1,0.0
11005.0,2010,1,3,200.0
11005.0,2010,2,2,-33.33333333333333
11005.0,2010,3,5,150.0
11005.0,2011,0,2,-60.0
11005.0,2011,1,3,50.0
11005.0,2011,2,3,0.0
11005.0,2011,3,3,0.0
11005.0,2012,0,10,233.33333333333334
11005.0,2012,1,6,-40.0
11005.0,2012,2,5,-16.666666666666664
11005.0,2012,3,4,-20.0
11005.0,2013,0,3,-25.0
11005.0,2013,1,6,100.0
11005.0,2013,2,4,-33.33333333333333
11005.0,2013,3,8,100.0
11005.0,2014,0,9,12.5
11005.0,2014,1,5,-44.44444444444444
11005.0,2014,2,4,-20.0
11005.0,2014,3,6,50.0
11005.0,2015,0,11,83.33333333333334
11005.0,2015,1,9,-18.181818181818183
11005.0,2015,2,5,-44.44444444444444
11005.0,2015,3,6,20.0
11005.0,2016,0,2,-66.66666666666666
11005.0,2016,1,9,350.0
11005.0,2016,2,8,-11.11111111111111
11005.0,2016,3,2,-75.0
11005.0,2017,0,4,100.0
11005.0,2017,1,4,0.0
11005.0,2017,2,9,125.0
11005.0,2017,3,8,-11.11111111111111
11005.0,2018,0,9,12.5
11005.0,2018,1,5,-44.44444444444444
11005.0,2018,2,3,-40.0
11005.0,2018,3,8,166.66666666666669
11005.0,2019,0,6,-25.0
11005.0,2019,1,13,116.66666666666667
11005.0,2019,2,4,-69.23076923076923
11005.0,2019,3,9,125.0
11005.0,2020,0,7,-22.22222222222222
11005.0,2020,1,2,-71.42857142857143
11005.0,2020,2,6,200.0
11005.0,2020,3,3,-50.0
11005.0,2021,0,1,-66.66666666666666
11005.0,2021,1,4,300.0
11005.0,2021,2,11,175.0
11005.0,2021,3,5,-54.54545454545454
11005.0,2022,0,5,0.0
11005.0,2022,1,4,-20.0
11005.0,2022,2,6,50.0
11005.0,2022,3,5,-16.666666666666664
11005.0,2023,0,6,20.0
11005.0,2023,1,10,66.66666666666666
11040.0,2006,0,4,
11040.0,2006,1,2,-50.0
11040.0,2006,3,4,100.0
11040.0,2007,0,3,-25.0
11040.0,2007,1,2,-33.33333333333333
11040.0,2007,2,4,100.0
11040.0,2007,3,12,200.0
11040.0,2008,0,6,-50.0
11040.0,2008,1,1,-83.33333333333334
11040.0,2008,2,2,100.0
11040.0,2009,0,7,100.0
11040.0,2009,1,8,14.285714285714285
11040.0,2009,2,2,-75.0
11040.0,2009,3,2,0.0
11040.0,2010,0,4,100.0
11040.0,2010,1,2,-50.0
11040.0,2010,2,6,200.0
11040.0,2010,3,5,-16.666666666666664
11040.0,2011,0,4,-20.0
11040.0,2011,1,11,175.0
11040.0,2011,2,4,-63.63636363636363
11040.0,2012,0,2,100.0
11040.0,2012,1,3,50.0
11040.0,2012,2,3,0.0
11040.0,2012,3,1,-66.66666666666666
11040.0,2013,1,3,100.0
11040.0,2013,2,3,0.0
11040.0,2013,3,6,100.0
11040.0,2014,0,4,-33.33333333333333
11040.0,2014,1,6,50.0
11040.0,2014,2,9,50.0
11040.0,2014,3,5,-44.44444444444444
11040.0,2015,0,2,-60.0
11040.0,2015,1,3,50.0
11040.0,2015,2,3,0.0
11040.0,2015,3,3,0.0
11040.0,2016,0,6,100.0
11040.0,2016,1,6,0.0
11040.0,2016,2,2,-66.66666666666666
11040.0,2016,3,5,150.0
11040.0,2017,0,5,0.0
11040.0,2017,1,1,-80.0
11040.0,2017,2,8,700.0
11040.0,2017,3,8,0.0
11040.0,2018,0,3,-62.5
11040.0,2018,1,1,-66.66666666666666
11040.0,2018,2,2,100.0
11040.0,2018,3,1,-50.0
11040.0,2019,0,3,200.0
11040.0,2019,1,5,66.66666666666666
11040.0,2019,2,4,-20.0
11040.0,2019,3,5,25.0
11040.0,2020,0,1,-80.0
11040.0,2020,1,2,100.0
11040.0,2020,2,1,-50.0
11040.0,2021,1,1,100.0
11040.0,2021,2,3,200.0
11040.0,2021,3,2,-33.33333333333333
11040.0,2022,0,3,50.0
11040.0,2022,1,2,-33.33333333333333
11040.0,2022,3,2,100.0
11040.0,2023,0,1,-50.0
11096.0,2006,1,2,100.0
11096.0,2006,3,2,100.0
11096.0,2007,0,7,250.0
11096.0,2007,1,4,-42.857142857142854
11096.0,2007,2,3,-25.0
11096.0,2007,3,1,-66.66666666666666
11096.0,2008,0,1,0.0
11096.0,2008,1,1,0.0
11096.0,2009,2,1,100.0
11096.0,2009,3,3,200.0
11096.0,2010,0,4,33.33333333333333
11096.0,2010,3,10,100.0
11096.0,2011,1,3,100.0
11096.0,2011,2,4,33.33333333333333
11096.0,2011,3,3,-25.0
11096.0,2012,0,3,0.0
11096.0,2012,1,1,-66.66666666666666
11096.0,2012,2,4,300.0
11096.0,2013,1,2,100.0
11096.0,2013,2,2,0.0
11096.0,2013,3,7,250.0
11096.0,2014,0,3,-57.14285714285714
11096.0,2014,1,4,33.33333333333333
11096.0,2014,2,4,0.0
11096.0,2014,3,3,-25.0
11096.0,2015,0,1,-66.66666666666666
11096.0,2015,1,1,0.0
11096.0,2015,2,6,500.0
11096.0,2015,3,3,-50.0
11096.0,2016,0,1,-66.66666666666666
11096.0,2016,1,2,100.0
11096.0,2016,2,3,50.0
11096.0,2016,3,3,0.0
11096.0,2017,0,2,-33.33333333333333
11096.0,2017,1,1,-50.0
11096.0,2017,2,1,0.0
11096.0,2017,3,3,200.0
11096.0,2018,0,3,0.0
11096.0,2018,1,2,-33.33333333333333
11096.0,2018,2,1,-50.0
11096.0,2018,3,1,0.0
11096.0,2019,0,1,0.0
11096.0,2019,2,1,100.0
11096.0,2019,3,1,0.0
11096.0,2020,0,1,0.0
11096.0,2020,2,2,100.0
11096.0,2021,0,2,100.0
11096.0,2021,1,2,0.0
11096.0,2021,2,3,50.0
11096.0,2022,3,1,100.0
11096.0,2023,1,2,100.0
11101.0,2006,0,698,
11101.0,2006,1,715,2.4355300859598854
11101.0,2006,2,694,-2.937062937062937
11101.0,2006,3,720,3.7463976945244957
11101.0,2007,0,826,14.722222222222223
11101.0,2007,1,838,1.4527845036319613
11101.0,2007,2,688,-17.899761336515514
11101.0,2007,3,692,0.5813953488372093
11101.0,2008,0,698,0.8670520231213872
11101.0,2008,1,734,5.157593123209169
11101.0,2008,2,687,-6.4032697547683926
11101.0,2008,3,635,-7.5691411935953425
11101.0,2009,0,714,12.440944881889763
11101.0,2009,1,664,-7.002801120448179
11101.0,2009,2,558,-15.963855421686745
11101.0,2009,3,530,-5.017921146953405
11101.0,2010,0,614,15.849056603773585
11101.0,2010,1,577,-6.026058631921824
11101.0,2010,2,623,7.9722703639514725
11101.0,2010,3,603,-3.210272873194221
11101.0,2011,0,689,14.262023217247096
11101.0,2011,1,692,0.43541364296081275
11101.0,2011,2,573,-17.196531791907514
11101.0,2011,3,559,-2.4432809773123907
11101.0,2012,0,648,15.92128801431127
11101.0,2012,1,545,-15.895061728395063
11101.0,2012,2,490,-10.091743119266056
11101.0,2012,3,527,7.551020408163265
11101.0,2013,0,626,18.785578747628083
11101.0,2013,1,744,18.849840255591054
11101.0,2013,2,666,-10.483870967741936
11101.0,2013,3,620,-6.906906906906906
11101.0,2014,0,653,5.32258064516129
11101.0,2014,1,596,-8.728943338437979
11101.0,2014,2,607,1.8456375838926176
11101.0,2014,3,554,-8.731466227347612
11101.0,2015,0,546,-1.444043321299639
11101.0,2015,1,504,-7.6923076923076925
11101.0,2015,2,456,-9.523809523809524
11101.0,2015,3,477,4.605263157894736
11101.0,2016,0,506,6.079664570230608
11101.0,2016,1,503,-0.592885375494071
11101.0,2016,2,438,-12.922465208747516
11101.0,2016,3,424,-3.1963470319634704
11101.0,2017,0,520,22.641509433962266
11101.0,2017,1,564,8.461538461538462
11101.0,2017,2,535,-5.141843971631205
11101.0,2017,3,542,1.3084112149532712
11101.0,2018,0,475,-12.361623616236162
11101.0,2018,1,426,-10.31578947368421
11101.0,2018,2,446,4.694835680751173
11101.0,2018,3,398,-10.762331838565023
11101.0,2019,0,482,21.105527638190953
11101.0,2019,1,443,-8.091286307053942
11101.0,2019,2,431,-2.708803611738149
11101.0,2019,3,260,-39.675174013921115
11101.0,2020,0,268,3.076923076923077
11101.0,2020,1,208,-22.388059701492537
11101.0,2020,2,234,12.5
11101.0,2020,3,224,-4.273504273504273
11101.0,2021,0,339,51.33928571428571
11101.0,2021,1,364,7.374631268436578
11101.0,2021,2,386,6.043956043956044
11101.0,2021,3,342,-11.398963730569948
11101.0,2022,0,430,25.730994152046783
11101.0,2022,1,447,3.953488372093023
11101.0,2022,2,404,-9.619686800894854
11101.0,2022,3,392,-2.9702970297029703
11101.0,2023,0,413,5.357142857142857
11101.0,2023,1,496,20.09685230024213
11102.0,2006,0,261,
11102.0,2006,1,214,-18.007662835249043
11102.0,2006,2,230,7.476635514018691
11102.0,2006,3,197,-14.347826086956522
11102.0,2007,0,295,49.746192893401016
11102.0,2007,1,327,10.847457627118644
11102.0,2007,2,290,-11.314984709480122
11102.0,2007,3,217,-25.17241379310345
11102.0,2008,0,221,1.8433179723502304
11102.0,2008,1,246,11.312217194570136
11102.0,2008,2,215,-12.601626016260163
11102.0,2008,3,155,-27.906976744186046
11102.0,2009,0,206,32.903225806451616
11102.0,2009,1,232,12.62135922330097
11102.0,2009,2,201,-13.36206896551724
11102.0,2009,3,175,-12.935323383084576
11102.0,2010,0,232,32.57142857142858
11102.0,2010,1,160,-31.03448275862069
11102.0,2010,2,269,68.125
11102.0,2010,3,180,-33.08550185873606
11102.0,2011,0,206,14.444444444444443
11102.0,2011,1,228,10.679611650485436
11102.0,2011,2,153,-32.89473684210527
11102.0,2011,3,164,7.18954248366013
11102.0,2012,0,171,4.2682926829268295
11102.0,2012,1,169,-1.1695906432748537
11102.0,2012,2,187,10.650887573964498
11102.0,2012,3,163,-12.834224598930483
11102.0,2013,0,188,15.337423312883436
11102.0,2013,1,182,-3.1914893617021276
11102.0,2013,2,212,16.483516483516482
11102.0,2013,3,219,3.30188679245283
11102.0,2014,0,228,4.10958904109589
11102.0,2014,1,198,-13.157894736842104
11102.0,2014,2,213,7.575757575757576
11102.0,2014,3,173,-18.779342723004692
11102.0,2015,0,160,-7.514450867052023
11102.0,2015,1,167,4.375
11102.0,2015,2,191,14.37125748502994
11102.0,2015,3,181,-5.2356020942408374
11102.0,2016,0,201,11.049723756906078
11102.0,2016,1,200,-0.4975124378109453
11102.0,2016,2,227,13.5
11102.0,2016,3,209,-7.929515418502203
11102.0,2017,0,196,-6.220095693779904
11102.0,2017,1,203,3.571428571428571
11102.0,2017,2,153,-24.63054187192118
11102.0,2017,3,163,6.535947712418301
11102.0,2018,0,128,-21.472392638036812
11102.0,2018,1,169,32.03125
11102.0,2018,2,178,5.325443786982249
11102.0,2018,3,134,-24.719101123595504
11102.0,2019,0,134,0.0
11102.0,2019,1,146,8.955223880597014
11102.0,2019,2,127,-13.013698630136986
11102.0,2019,3,87,-31.496062992125985
11102.0,2020,0,79,-9.195402298850574
11102.0,2020,1,67,-15.18987341772152
11102.0,2020,2,46,-31.343283582089555
11102.0,2020,3,80,73.91304347826086
11102.0,2021,0,110,37.5
11102.0,2021,1,83,-24.545454545454547
11102.0,2021,2,121,45.78313253012048
11102.0,2021,3,111,-8.264462809917356
11102.0,2022,0,77,-30.630630630630627
11102.0,2022,1,102,32.467532467532465
11102.0,2022,2,103,0.9803921568627451
11102.0,2022,3,70,-32.038834951456316
11102.0,2023,0,104,48.57142857142857
11102.0,2023,1,86,-17.307692307692307
11103.0,2006,0,561,
11103.0,2006,1,496,-11.58645276292335
11103.0,2006,2,412,-16.93548387096774
11103.0,2006,3,474,15.048543689320388
11103.0,2007,0,541,14.135021097046414
11103.0,2007,1,578,6.839186691312385
11103.0,2007,2,519,-10.207612456747404
11103.0,2007,3,451,-13.102119460500964
11103.0,2008,0,424,-5.986696230598669
11103.0,2008,1,535,26.179245283018872
11103.0,2008,2,447,-16.448598130841123
11103.0,2008,3,451,0.8948545861297539
11103.0,2009,0,572,26.82926829268293
11103.0,2009,1,535,-6.468531468531468
11103.0,2009,2,434,-18.878504672897193
11103.0,2009,3,435,0.2304147465437788
11103.0,2010,0,498,14.482758620689657
11103.0,2010,1,502,0.8032128514056224
11103.0,2010,2,388,-22.709163346613543
11103.0,2010,3,451,16.237113402061855
11103.0,2011,0,436,-3.325942350332594
11103.0,2011,1,416,-4.587155963302752
11103.0,2011,2,324,-22.115384615384613
11103.0,2011,3,373,15.123456790123457
11103.0,2012,0,487,30.563002680965145
11103.0,2012,1,440,-9.650924024640657
11103.0,2012,2,390,-11.363636363636363
11103.0,2012,3,338,-13.333333333333334
11103.0,2013,0,483,42.89940828402367
11103.0,2013,1,473,-2.070393374741201
11103.0,2013,2,492,4.0169133192389
11103.0,2013,3,412,-16.260162601626014
11103.0,2014,0,518,25.728155339805824
11103.0,2014,1,549,5.984555984555985
11103.0,2014,2,535,-2.5500910746812386
11103.0,2014,3,498,-6.915887850467289
11103.0,2015,0,463,-7.028112449799197
11103.0,2015,1,485,4.751619870410368
11103.0,2015,2,525,8.24742268041237
11103.0,2015,3,546,4.0
11103.0,2016,0,522,-4.395604395604396
11103.0,2016,1,565,8.237547892720306
11103.0,2016,2,576,1.9469026548672566
11103.0,2016,3,557,-3.298611111111111
11103.0,2017,0,583,4.66786355475763
11103.0,2017,1,552,-5.317324185248713
11103.0,2017,2,381,-30.978260869565215
11103.0,2017,3,389,2.099737532808399
11103.0,2018,0,425,9.254498714652955
11103.0,2018,1,413,-2.823529411764706
11103.0,2018,2,382,-7.506053268765134
11103.0,2018,3,392,2.6178010471204187
11103.0,2019,0,424,8.16326530612245
11103.0,2019,1,392,-7.547169811320755
11103.0,2019,2,312,-20.408163265306122
11103.0,2019,3,335,7.371794871794872
11103.0,2020,0,362,8.059701492537313
11103.0,2020,1,245,-32.32044198895028
11103.0,2020,2,317,29.38775510204082
11103.0,2020,3,350,10.410094637223976
11103.0,2021,0,326,-6.857142857142858
11103.0,2021,1,343,5.214723926380368
11103.0,2021,2,361,5.247813411078718
11103.0,2021,3,429,18.83656509695291
11103.0,2022,0,508,18.414918414918414
11103.0,2022,1,538,5.905511811023622
11103.0,2022,2,447,-16.91449814126394
11103.0,2022,3,431,-3.5794183445190155
11103.0,2023,0,435,0.9280742459396751
11103.0,2023,1,418,-3.9080459770114944
11104.0,2006,0,81,
11104.0,2006,1,108,33.33333333333333
11104.0,2006,2,84,-22.22222222222222
11104.0,2006,3,94,11.904761904761903
11104.0,2007,0,125,32.97872340425532
11104.0,2007,1,121,-3.2
11104.0,2007,2,123,1.6528925619834711
11104.0,2007,3,122,-0.8130081300813009
11104.0,2008,0,109,-10.655737704918032
11104.0,2008,1,104,-4.587155963302752
11104.0,2008,2,92,-11.538461538461538
11104.0,2008,3,117,27.173913043478258
11104.0,2009,0,105,-10.256410256410255
11104.0,2009,1,83,-20.952380952380953
11104.0,2009,2,83,0.0
11104.0,2009,3,93,12.048192771084338
11104.0,2010,0,102,9.67741935483871
11104.0,2010,1,108,5.88235294117647
11104.0,2010,2,91,-15.74074074074074
11104.0,2010,3,101,10.989010989010989
11104.0,2011,0,101,0.0
11104.0,2011,1,87,-13.861386138613863
11104.0,2011,2,75,-13.793103448275861
11104.0,2011,3,84,12.0
11104.0,2012,0,88,4.761904761904762
11104.0,2012,1,64,-27.27272727272727
11104.0,2012,2,61,-4.6875
11104.0,2012,3,49,-19.672131147540984
11104.0,2013,0,75,53.06122448979592
11104.0,2013,1,106,41.333333333333336
11104.0,2013,2,113,6.60377358490566
11104.0,2013,3,84,-25.663716814159294
11104.0,2014,0,87,3.571428571428571
11104.0,2014,1,93,6.896551724137931
11104.0,2014,2,79,-15.053763440860216
11104.0,2014,3,58,-26.582278481012654
11104.0,2015,0,58,0.0
11104.0,2015,1,54,-6.896551724137931
11104.0,2015,2,42,-22.22222222222222
11104.0,2015,3,61,45.23809523809524
11104.0,2016,0,62,1.639344262295082
11104.0,2016,1,60,-3.225806451612903
11104.0,2016,2,34,-43.333333333333336
11104.0,2016,3,51,50.0
11104.0,2017,0,53,3.9215686274509802
11104.0,2017,1,65,22.641509433962266
11104.0,2017,2,41,-36.92307692307693
11104.0,2017,3,59,43.90243902439025
11104.0,2018,0,37,-37.28813559322034
11104.0,2018,1,48,29.72972972972973
11104.0,2018,2,29,-39.58333333333333
11104.0,2018,3,31,6.896551724137931
11104.0,2019,0,25,-19.35483870967742
11104.0,2019,1,40,60.0
11104.0,2019,2,31,-22.5
11104.0,2019,3,25,-19.35483870967742
11104.0,2020,0,41,64.0
11104.0,2020,1,23,-43.90243902439025
11104.0,2020,2,20,-13.043478260869565
11104.0,2020,3,25,25.0
11104.0,2021,0,29,16.0
11104.0,2021,1,32,10.344827586206897
11104.0,2021,2,40,25.0
11104.0,2021,3,28,-30.0
11104.0,2022,0,36,28.57142857142857
11104.0,2022,1,34,-5.555555555555555
11104.0,2022,2,38,11.76470588235294
11104.0,2022,3,43,13.157894736842104
11104.0,2023,0,35,-18.6046511627907
11104.0,2023,1,51,45.714285714285715
11105.0,2006,0,198,
11105.0,2006,1,207,4.545454545454546
11105.0,2006,2,147,-28.985507246376812
11105.0,2006,3,136,-7.482993197278912
11105.0,2007,0,149,9.558823529411764
11105.0,2007,1,185,24.161073825503358
11105.0,2007,2,172,-7.027027027027027
11105.0,2007,3,123,-28.488372093023255
11105.0,2008,0,159,29.268292682926827
11105.0,2008,1,169,6.289308176100629
11105.0,2008,2,139,-17.75147928994083
11105.0,2008,3,111,-20.14388489208633
11105.0,2009,0,145,30.630630630630627
11105.0,2009,1,140,-3.4482758620689653
11105.0,2009,2,134,-4.285714285714286
11105.0,2009,3,123,-8.208955223880597
11105.0,2010,0,136,10.569105691056912
11105.0,2010,1,123,-9.558823529411764
11105.0,2010,2,158,28.455284552845526
11105.0,2010,3,96,-39.24050632911392
11105.0,2011,0,124,29.166666666666668
11105.0,2011,1,176,41.935483870967744
11105.0,2011,2,113,-35.79545454545455
11105.0,2011,3,165,46.017699115044245
11105.0,2012,0,207,25.454545454545453
11105.0,2012,1,141,-31.88405797101449
11105.0,2012,2,149,5.673758865248227
11105.0,2012,3,119,-20.13422818791946
11105.0,2013,0,117,-1.680672268907563
11105.0,2013,1,138,17.94871794871795
11105.0,2013,2,138,0.0
11105.0,2013,3,114,-17.391304347826086
11105.0,2014,0,115,0.8771929824561403
11105.0,2014,1,128,11.304347826086957
11105.0,2014,2,151,17.96875
11105.0,2014,3,132,-12.582781456953644
11105.0,2015,0,125,-5.303030303030303
11105.0,2015,1,158,26.400000000000002
11105.0,2015,2,140,-11.39240506329114
