Zipcode,Year,Population,Economy: Median worker earnings,Economy: Percent below poverty level,Economy: Unemployment rate,Race: White,Race: Black or African American,Race: American Indian and Alaska Native,Race: Asian,Race: Native Hawaiian and Other Pacific Islander,Race: Other,Race: Two or more,Ethnicity: Hispanic or Latino,Ethnicity: Not Hispanic or Latino,Immigration: Native-born,Immigration: Native-born – in the US,"Immigration: Native-born – in Puerto Rico, US islands, or abroad to US parents",Immigration: Foreign-born,Immigration: Foreign-born – Naturalized citizen,Immigration: Foreign-born: Not US citizen,Immigration: Foreign-born – Europe,Immigration: Foreign-born – Asia,Immigration: Foreign-born – Africa,Immigration: Foreign-born – Oceania,Immigration: Foreign-born – Latin America,Immigration: Foreign-born – North America,Language: Population 5+ years,Language: English only,Language: Not English,Language: Not English – Speaks English 'less than well',Language: Spanish,Language: Spanish – Speaks English 'less than well',Language: Other Indo-European,Language: Other Indo-European – Speaks English 'less than well',Language: Asian and Pacific Islander,Language: Asian and Pacific Islander – Speaks English 'less than well',Language: Other,Language: Other – Speaks English 'less than well'
11103,2015,39231,38970,15.3,7.6,27953,1326,92,6173,42,2458,1187,9274,29957,22003,20988,1015,17228,9446,7782,5609,4472,1170,44,5854,79,37446,15550,21896,9703,7549,3589,9854,4056,2900,1338,1593,720
11104,2015,26718,34746,14.8,6.9,17589,348,26,6555,0,1355,845,7719,18999,12850,12294,556,13868,6464,7404,2476,6167,353,13,4835,24,25150,8803,16347,9238,6538,3479,5802,3136,3399,2254,608,369
11105,2015,37194,40712,12.3,7.2,28289,843,93,4551,0,2646,772,7547,29647,24016,22671,1345,13178,7729,5449,5062,3615,566,5,3806,124,35323,16252,19071,6922,5743,2298,10155,3498,2002,792,1171,334
11106,2015,38812,38378,19.8,10.0,22154,2714,72,7526,7,4867,1472,11527,27285,22634,20817,1817,16178,8362,7816,3573,5307,589,81,6430,198,37040,15460,21580,9592,9364,4600,7714,2873,3618,1812,884,307
11109,2015,4702,,9.3,3.3,3153,242,0,1016,0,65,226,238,4464,2946,2787,159,1756,571,1185,718,793,9,15,186,35,4293,2427,1866,268,195,59,854,79,644,130,173,0
11368,2015,112709,21608,23.9,5.9,46673,14722,900,12026,0,35519,2869,83340,29369,43728,41989,1739,68981,21359,47622,1213,9122,2710,99,55837,0,102942,14409,88533,55218,73103,46387,6229,2816,7200,5325,2001,690
11369,2015,39001,25099,17.3,8.9,10180,6458,28,5116,0,15464,1755,24578,14423,17189,16284,905,21812,10682,11130,452,3799,292,0,17237,32,36823,8841,27982,14004,22021,11574,3946,1459,1717,943,298,28
11370,2015,35507,27506,17.2,9.7,13739,5187,221,7168,0,7946,1246,13792,21715,18679,17571,1108,16828,9714,7114,2439,5616,412,20,8326,15,34016,10751,23265,11662,12372,7076,7605,3012,2459,1440,829,134
11372,2015,64754,28291,18.3,6.4,39399,1759,200,12869,64,8617,1846,38269,26485,24853,23331,1522,39901,16133,23768,3022,10526,398,82,25687,186,60920,11313,49607,27581,34116,19560,9296,4334,5393,3257,802,430
11373,2015,98554,26127,20.6,6.1,33636,1821,480,48721,17,11500,2379,39762,58792,30665,29391,1274,67889,30666,37223,1491,38850,386,86,26950,126,92421,11805,80616,51038,35574,22070,12665,7709,31928,21006,449,253
11377,2015,90615,29939,15.9,6.1,43402,2417,328,33794,0,8320,2354,35174,55441,38082,35999,2083,52533,22386,30147,4662,26214,472,28,21069,88,85348,19306,66042,36191,30063,17482,16239,7685,18834,10768,906,256
11378,2015,31756,37193,12.2,8.8,24637,585,51,3027,0,2899,557,9838,21918,19593,18763,830,12163,7568,4595,5317,2277,320,0,4202,47,29844,13855,15989,6469,7458,2640,5885,2246,2291,1492,355,91
11354,2015,56908,28529,21.0,7.2,13442,2131,144,34595,0,5092,1504,9278,47630,20511,19365,1146,36397,16482,19915,1997,28949,38,0,5359,46,54182,11444,42738,31540,8143,4839,5057,2459,29376,24196,162,46
11355,2015,82790,23630,21.5,7.2,11491,2359,501,60700,23,5697,2019,11456,71334,22772,21745,1027,60018,27917,32101,1917,49599,190,1,8246,65,78832,11296,67536,51866,9688,6389,9230,5062,48417,40285,201,130
11356,2015,24631,31714,12.3,7.8,8832,442,154,7907,0,6583,713,9439,15192,13054,12659,395,11577,5760,5817,953,5945,157,0,4514,8,22588,6492,16096,9664,7635,4255,1933,975,6226,4254,302,180
11357,2015,39737,44583,6.0,8.6,29855,191,124,7635,0,940,992,5119,34618,26612,26153,459,13125,9576,3549,5290,5673,216,0,1919,27,37392,17968,19424,8973,3538,1040,8913,3405,6708,4391,265,137
11358,2015,37486,36385,10.4,6.3,17299,537,37,15995,52,2405,1161,6146,31340,18700,18196,504,18786,10256,8530,2941,12050,40,18,3648,89,35845,11849,23996,13465,5266,2566,5213,1786,13281,9075,236,38
11359,2015,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11360,2015,19605,52584,6.2,7.3,13151,200,39,4778,0,749,688,1954,17651,12927,12798,129,6678,4632,2046,1724,4158,21,5,733,37,18626,10321,8305,3553,1037,142,2946,853,4105,2557,217,1
11361,2015,30207,42456,9.4,8.2,15469,712,184,10869,9,2030,934,4961,25246,17719,17341,378,12488,7532,4956,1849,8077,103,23,2357,79,28607,12550,16057,7891,3686,1232,3306,1034,8853,5557,212,68
11362,2015,18139,51386,7.6,6.2,9341,492,0,7706,11,290,299,1529,16610,10930,10587,343,7209,5191,2018,1098,4983,264,8,837,19,16933,8189,8744,4618,815,427,1919,661,5849,3435,161,95
11363,2015,7662,50309,7.2,6.9,4635,63,0,2382,0,309,273,1171,6491,5115,4998,117,2547,1710,837,413,1575,0,0,530,29,7409,3659,3750,1802,901,396,611,161,2238,1245,0,0
11364,2015,34949,46302,8.1,5.4,14641,927,54,17394,73,845,1015,2678,32271,19175,18762,413,15774,11727,4047,1843,12212,144,14,1545,16,33093,13008,20085,9886,1842,602,3448,1118,14365,8091,430,75
11374,2015,43399,42617,15.0,7.5,25897,1454,78,11818,0,2511,1641,7743,35656,18204,17453,751,25195,17127,8068,6487,13524,543,0,4479,162,40934,12982,27952,12916,5973,2415,13444,6335,7097,3734,1438,432
11375,2015,70723,56172,8.5,5.7,44384,2415,213,18697,64,2696,2254,9295,61428,38540,37299,1241,32183,23392,8791,8438,17343,587,23,5461,331,65893,28804,37089,14701,6900,1955,16336,6475,11517,5594,2336,677
11379,2015,35476,46013,9.8,8.1,29972,519,6,2853,0,1507,619,6685,28791,23929,23225,704,11547,8026,3521,6066,2568,181,21,2694,17,33718,19427,14291,6345,4301,1524,7241,3319,2226,1237,523,265
11385,2015,102209,34847,15.6,7.2,84656,2179,257,6844,46,6450,1777,44889,57320,60274,57047,3227,41935,20158,21777,18600,5475,1524,86,16068,182,95237,42192,53045,23431,28808,11707,18904,8796,3821,2124,1512,804
11365,2015,45041,36649,14.0,9.6,15660,2998,120,20136,37,4727,1363,8982,36059,24011,23162,849,21030,13760,7270,1730,14883,77,24,4260,56,41548,15216,26332,13383,5904,2216,4567,1668,15268,9349,593,150
11366,2015,13192,37245,13.3,8.1,6047,734,0,5753,0,329,329,1166,12026,6628,6482,146,6564,4710,1854,898,4709,114,0,821,22,12427,4488,7939,3406,833,314,2656,1018,3907,2016,543,58
11367,2015,42667,36838,13.6,7.5,24469,4048,105,10519,0,2047,1479,6028,36639,25492,24556,936,17175,11873,5302,2748,10447,471,1,3345,163,38866,15992,22874,10122,5016,1976,7402,2746,6958,4612,3498,788
11414,2015,28700,44250,9.2,8.1,23657,650,0,1220,0,2519,654,6067,22633,23132,22170,962,5568,4035,1533,2505,1042,110,0,1894,17,27231,17756,9475,2889,4141,1012,4765,1624,453,253,116,0
11415,2015,19403,45328,10.4,4.9,11755,1484,35,3553,0,1941,635,4208,15195,11817,11192,625,7586,5149,2437,1836,3234,164,28,2256,68,18024,8336,9688,3492,3329,1088,4718,1776,960,464,681,164
11416,2015,26625,28341,17.6,10.9,7057,1727,15,9306,0,6808,1712,11474,15151,12825,11855,970,13800,8154,5646,580,4740,177,0,8246,57,24711,9669,15042,6487,8446,3314,5181,2412,1193,664,222,97
11417,2015,32415,31520,16.3,11.2,12332,2345,84,9129,0,6329,2196,12562,19853,17565,16255,1310,14850,8494,6356,982,3895,179,0,9778,16,30381,14569,15812,6339,9260,3659,4863,1917,1454,685,235,78
11418,2015,39308,30422,16.5,10.0,14142,3198,306,10082,0,8900,2680,17086,22222,19039,17526,1513,20269,11377,8892,1325,4983,382,0,13520,59,36685,14441,22244,10085,14038,6412,6318,2847,1316,682,572,144
11419,2015,49306,25900,17.2,10.2,5443,9100,369,14402,62,16412,3518,9250,40056,18111,16867,1244,31195,18357,12838,372,7725,149,14,22925,10,46693,29001,17692,6897,7473,2828,8857,3654,1229,408,133,7
11420,2015,50820,28452,13.1,11.0,8188,13087,717,11841,84,13820,3083,12226,38594,24287,22540,1747,26533,16959,9574,425,2878,263,9,22919,39,47913,32825,15088,5433,9676,3459,4039,1660,784,238,589,76
11421,2015,43024,28243,14.4,9.3,20795,2351,274,8201,0,9007,2396,24454,18570,23289,21380,1909,19735,10788,8947,1627,4723,163,6,13171,45,39905,13554,26351,11829,18551,7880,3691,1633,3747,2110,362,206
11412,2015,37832,34451,9.1,14.6,713,33628,61,938,0,1245,1247,2454,35378,24177,23628,549,13655,9293,4362,161,312,626,0,12550,6,35534,30422,5112,1853,1595,445,2664,1157,285,157,568,94
11423,2015,31982,30657,9.9,11.9,5057,11919,548,8394,85,3732,2247,4935,27047,15372,14720,652,16610,10774,5836,821,3136,779,0,11874,0,30189,19170,11019,4324,3569,1876,5025,1763,1559,526,866,159
11432,2015,63533,25912,19.9,10.4,14346,9840,342,26552,0,9649,2804,16217,47316,26677,25529,1148,36856,20701,16155,1480,18670,664,34,15905,103,59154,19028,40126,20599,13396,7829,20696,10272,4867,2100,1167,398
11433,2015,34111,28295,21.8,17.1,1254,23824,191,2125,0,5616,1101,6567,27544,21303,20578,725,12808,6979,5829,64,1361,824,0,10530,29,31864,23942,7922,3846,4940,2311,1774,1024,324,240,884,271
11434,2015,65892,33333,12.5,11.4,1852,58690,0,881,0,3368,1101,5960,59932,46495,45751,744,19397,12516,6881,251,439,1730,0,16895,82,61193,53378,7815,3167,3121,1078,2586,987,334,252,1774,850
11435,2015,55323,30717,18.6,13.9,12152,12754,116,12304,23,14847,3127,17457,37866,25779,24243,1536,29544,15841,13703,1896,9410,736,20,17471,11,51489,23280,28209,14964,14559,8213,9941,5082,2837,1336,872,333
11436,2015,19425,31582,13.7,12.3,1213,13636,140,1342,0,2428,666,2818,16607,12058,11623,435,7367,4267,3100,65,492,293,0,6506,11,18204,14680,3524,1383,2099,741,1007,519,160,62,258,61
11451,2015,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11004,2015,13778,50174,7.6,7.0,6866,1072,45,4859,0,390,546,1619,12159,9113,8957,156,4665,3535,1130,477,3284,88,0,806,10,13140,7614,5526,2036,788,333,3116,1068,1410,627,212,8
11005,2015,1947,,2.2,2.3,1912,18,0,0,0,0,17,57,1890,1697,1670,27,250,243,7,99,82,23,0,46,0,1947,1685,262,84,44,19,161,57,8,8,49,0
11411,2015,19208,37426,3.9,6.4,594,17533,54,160,0,416,451,1070,18138,11874,11617,257,7334,5527,1807,80,118,276,0,6835,25,18374,14834,3540,1103,958,356,2347,667,81,61,154,19
11413,2015,42560,37241,7.3,8.9,1196,38775,23,558,64,1150,794,2341,40219,27525,26985,540,15035,10459,4576,194,229,963,0,13584,65,40227,34351,5876,1657,1553,323,3201,1034,238,135,884,165
11422,2015,33245,38773,8.6,6.4,2563,28449,30,768,0,757,678,2787,30458,19525,18794,731,13720,9259,4461,308,458,968,0,11986,0,31023,22539,8484,2325,2637,857,4518,1212,298,114,1031,142
11426,2015,19842,40126,9.8,5.8,9251,568,0,8299,0,1213,511,4150,15692,11488,11153,335,8354,5783,2571,288,5856,26,0,2183,1,18270,8012,10258,4251,3088,1217,5081,2318,1944,667,145,49
11427,2015,23568,37549,8.7,7.6,6502,6056,82,7513,0,1920,1495,3428,20140,12314,11769,545,11254,8343,2911,601,4797,123,8,5709,16,22069,11336,10733,4716,2635,1107,5853,2418,2138,1152,107,39
11428,2015,19744,32150,12.4,8.8,4387,3641,71,5841,135,3346,2323,4694,15050,8868,8476,392,10876,7814,3062,265,2899,120,0,7578,14,18845,9890,8955,3946,3824,1791,3767,1467,1226,603,138,85
11429,2015,26362,31843,11.7,17.1,1230,21052,101,788,0,2230,961,3241,23121,14508,14103,405,11854,7759,4095,231,412,483,5,10701,22,25182,16531,8651,3032,2425,848,5672,1963,222,90,332,131
11040,2015,41434,49424,3.2,5.2,22966,441,77,14979,0,1757,1214,4883,36551,27047,26403,644,14387,10796,3591,2009,9482,99,10,2708,79,39385,21041,18344,6391,3610,1211,6585,1857,8025,3302,124,21
11001,2015,27551,46875,3.1,6.0,19664,1495,53,4295,0,1290,754,3387,24164,21527,21261,266,6024,4532,1492,1208,3060,78,0,1671,7,26073,19232,6841,2778,1786,741,3789,1521,1173,508,93,8
11691,2015,63989,30142,23.3,10.2,24947,29877,105,2155,62,5263,1580,18532,45457,43259,40542,2717,20730,11328,9402,1797,1310,1566,0,15970,87,56985,35996,20989,9821,13527,6665,3741,1901,831,532,2890,723
11692,2015,18955,32948,21.5,12.9,5419,11022,92,747,0,1165,510,4604,14351,13223,12513,710,5732,3238,2494,695,555,598,0,3878,6,17624,11686,5938,2433,3595,1657,1319,590,387,100,637,86
11693,2015,11194,42356,19.9,10.4,6299,3056,0,695,0,798,346,2297,8897,8763,8621,142,2431,1876,555,932,436,154,0,889,20,10434,6861,3573,1322,1623,497,1319,599,422,174,209,52
11694,2015,20773,46781,5.9,8.7,17004,1622,24,762,0,1026,335,2891,17882,17721,17360,361,3052,2008,1044,1403,519,50,18,1029,33,19823,15404,4419,1347,1823,535,1899,550,432,184,265,78
11697,2015,4006,69866,3.5,4.5,3962,3,0,0,0,0,41,61,3945,3890,3851,39,116,106,10,116,0,0,0,0,0,3800,3709,91,8,8,0,73,8,0,0,10,0
11096,2015,8331,25949,17.7,11.8,2388,2253,0,474,0,2919,297,4018,4313,5340,5223,117,2991,1106,1885,154,412,23,0,2402,0,7550,3897,3653,2256,3010,1858,493,361,64,0,86,37
10302,2015,18286,34329,23.8,6.8,10994,3788,72,1364,12,1353,703,7227,11059,13282,12638,644,5004,1926,3078,452,948,546,0,3039,19,16888,9729,7159,2515,5144,2018,1009,249,565,153,441,95
10303,2015,23933,36673,25.5,7.7,8894,9437,87,2134,0,2634,747,8400,15533,17458,16525,933,6475,3572,2903,323,1910,1253,0,2989,0,22209,12921,9288,3136,5657,2014,1388,466,941,396,1302,260
10310,2015,24394,41820,19.2,10.3,14615,5710,11,1267,0,1723,1068,7466,16928,19929,19257,672,4465,2305,2160,578,930,709,0,2230,18,22654,16063,6591,2028,4054,1489,1403,251,576,173,558,115
10301,2015,39209,36678,21.9,8.5,21990,11005,53,2136,0,2289,1736,9813,29396,31140,30028,1112,8069,4141,3928,1605,1805,1170,7,3394,88,36351,26029,10322,3784,5411,1875,3078,1087,1031,516,802,306
10304,2015,42244,36869,19.4,7.2,21743,11089,285,3843,54,3673,1557,11785,30459,29630,28565,1065,12614,7137,5477,2626,3146,2135,0,4686,21,39454,24093,15361,7072,7376,3628,4473,1688,2641,1369,871,387
10305,2015,41795,42798,12.3,7.1,31948,1994,407,5204,14,1349,879,6549,35246,27629,26302,1327,14166,9755,4411,7279,4323,536,0,1996,32,39142,20506,18636,7850,4121,1497,10150,4436,3270,1649,1095,268
10314,2015,87600,43564,8.6,5.5,67712,4096,49,12019,0,2143,1581,11983,75617,68114,66509,1605,19486,13924,5562,5481,9687,1561,10,2641,106,82774,57354,25420,7897,5560,1360,9189,2206,7646,3589,3025,742
10306,2015,54939,48629,8.1,6.1,48704,1211,19,3334,0,992,679,7714,47225,43641,42601,1040,11298,8267,3031,6880,2678,407,36,1270,27,52147,36597,15550,5876,3527,1070,9334,3481,2064,1237,625,88
10307,2015,15098,47589,6.3,7.1,14063,26,30,625,0,203,151,1006,14092,13548,13472,76,1550,1349,201,639,456,185,12,231,27,14296,12224,2072,521,378,28,1081,228,370,198,243,67
10308,2015,29766,47188,7.3,8.4,28187,54,65,1025,17,228,190,2811,26955,25099,24627,472,4667,3120,1547,2958,761,235,12,682,19,28375,22463,5912,1779,1263,304,3601,1062,761,341,287,72
10309,2015,33185,51958,9.5,5.1,30237,630,52,1571,0,383,312,3792,29393,27861,27633,228,5324,4094,1230,2796,1136,194,0,1184,14,31485,24233,7252,2347,2202,572,3821,1176,844,537,385,62
10312,2015,62032,48708,6.5,6.5,56839,714,22,3405,53,393,606,5790,56242,53025,52291,734,9007,7066,1941,4623,2739,752,0,860,33,58859,47104,11755,3740,1736,288,6695,2141,2211,1014,1113,297
83,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11430,2015,186,,83.3,37.4,16,128,0,0,0,37,5,62,124,161,161,0,25,16,9,0,0,0,0,25,0,186,130,56,35,56,35,0,0,0,0,0,0
11371,2015,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10463,2016,71657,35875,17.8,9.0,30893,11004,481,3000,85,22260,3934,35763,35894,47935,44431,3504,23722,13969,9753,3836,2903,866,0,16008,109,66356,28919,37437,14532,28676,11602,4589,1405,2109,980,2063,545
10471,2016,21601,50751,10.6,7.4,15290,1707,35,1551,0,2392,626,5110,16491,16431,15818,613,5170,3452,1718,1934,1168,144,26,1803,95,20321,13177,7144,2238,3528,1048,2231,669,855,368,530,153
10466,2016,71645,30675,19.8,11.6,6235,52501,560,1747,78,8669,1855,15845,55800,42364,38385,3979,29281,18056,11225,857,503,2652,21,25200,48,66844,48738,18106,5864,12348,4250,1884,773,273,179,3601,662
10469,2016,71664,33871,14.8,12.2,13370,39319,612,3822,138,12425,1978,19806,51858,43696,38992,4704,27968,17693,10275,2583,2660,3240,0,19446,39,67953,41648,26305,8600,14808,4653,5693,2035,2148,1050,3656,862
10470,2016,14574,37854,12.4,9.5,6805,5136,0,522,0,1867,244,2823,11751,9310,8823,487,5264,3301,1963,1625,157,509,0,2973,0,13714,10123,3591,1054,2115,733,1057,282,106,4,313,35
10475,2016,44749,37224,10.7,9.4,7078,27516,128,577,0,7376,2074,13241,31508,33719,30201,3518,11030,7662,3368,631,410,2217,7,7755,10,42801,28615,14186,5273,10468,4051,1071,454,265,148,2382,620
10458,2016,81698,20939,37.5,14.4,15769,16735,360,2571,69,42671,3523,54701,26997,49740,44991,4749,31958,12578,19380,1748,1727,2768,17,25637,61,75008,22880,52128,24303,44374,20872,3673,1555,1090,677,2991,1199
10467,2016,103045,26151,29.9,15.8,20637,36795,729,6483,7,34286,4108,53511,49534,62438,54909,7529,40607,19240,21367,2853,5542,3086,18,28973,135,94424,39505,54919,26261,41008,19427,7772,4192,1694,978,4445,1664
10468,2016,75537,22547,31.6,13.7,10633,15941,560,2654,0,42463,3286,55841,19696,40577,35281,5296,34960,15548,19412,804,2410,3010,0,28702,34,68770,15044,53726,25451,46778,22531,2051,992,1681,967,3216,961
10461,2016,50255,37052,14.8,9.4,23975,4489,226,5592,6,13917,2050,22211,28044,36091,32830,3261,14164,7810,6354,3737,3816,348,32,6156,75,47085,21474,25611,9213,15764,4620,6881,3086,2375,1205,591,302
10462,2016,78725,32730,19.9,13.1,17569,21468,476,9567,0,25996,3649,38020,40705,54176,45203,8973,24549,11760,12789,2070,6509,2432,6,13484,48,73347,30771,42576,17082,27558,9972,9121,4580,2148,1226,3749,1304
10464,2016,4300,60679,4.1,10.3,3262,69,0,209,0,733,27,1232,3068,3923,3767,156,377,269,108,148,137,0,0,92,0,4148,2965,1183,215,815,124,241,21,127,70,0,0
10465,2016,44950,44009,13.5,8.5,27291,5179,67,1500,8,9485,1420,18492,26458,38200,34755,3445,6750,4264,2486,1948,1151,466,22,3137,26,42417,24839,17578,4840,12024,2679,4019,1514,886,482,649,165
10472,2016,68972,21287,35.7,13.1,12034,19597,614,4013,0,29090,3624,44555,24417,42051,35537,6514,26921,10255,16666,271,2891,1757,0,21927,75,63325,21649,41676,20573,35215,17507,3424,1614,639,385,2398,1067
10473,2016,61818,30018,29.6,12.4,21980,24570,262,1303,0,11724,1979,37993,23825,47179,40469,6710,14639,8363,6276,113,609,2031,0,11859,27,58208,27161,31047,12183,28111,11254,852,213,573,380,1511,336
10453,2016,80516,20144,43.3,12.2,8376,25730,627,1242,53,42535,1953,55387,25129,47390,43203,4187,33126,14309,18817,143,943,4055,0,27985,0,74235,20411,53824,26406,47530,24177,2430,1002,264,135,3600,1092
10457,2016,74010,20993,39.2,15.5,8596,25497,308,941,52,36106,2510,47705,26305,44757,40403,4354,29253,11260,17993,226,830,4583,72,23510,32,67196,20278,46918,22413,39845,19964,2027,745,461,187,4585,1517
10460,2016,60266,19369,41.6,20.4,8084,17196,114,974,0,32295,1603,42450,17816,40121,33935,6186,20145,8368,11777,357,729,1955,0,17100,4,55212,19891,35321,13302,31581,12005,1697,544,368,180,1675,573
10451,2016,48289,24263,36.2,12.6,5166,18728,220,857,75,21280,1963,28994,19295,33261,30046,3215,15028,7006,8022,97,692,2030,0,12192,17,44546,17278,27268,12904,23818,11286,833,218,417,238,2200,1162
10452,2016,75288,21467,39.4,12.2,8364,23852,153,772,24,39181,2942,51304,23984,42102,37920,4182,33186,14440,18746,144,737,4758,0,27547,0,69326,19307,50019,24021,43544,22200,1865,781,239,87,4371,953
10456,2016,92712,21207,40.8,13.5,7933,37705,843,1220,0,42330,2681,54743,37969,61073,54948,6125,31639,13035,18604,185,1017,6036,29,24298,74,85107,29638,55469,25828,45316,21847,3114,1528,372,74,6667,2379
10454,2016,38938,20260,46.9,13.3,6074,11341,328,270,0,19805,1120,27869,11069,28619,24336,4283,10319,3585,6734,68,215,1010,20,9001,5,35676,11778,23898,12084,22018,11116,510,264,195,159,1175,545
10455,2016,42779,21189,42.7,13.6,3963,12137,336,430,91,24774,1048,30978,11801,29145,25180,3965,13634,5329,8305,117,241,1364,52,11833,27,38807,10654,28153,14132,25539,12884,781,365,375,341,1458,542
10459,2016,47972,22062,38.0,8.2,5636,15712,279,485,0,24618,1242,33185,14787,32188,27448,4740,15784,6420,9364,78,398,2171,0,13137,0,44031,14372,29659,13295,26588,11923,1055,492,200,153,1816,727
10474,2016,12793,22069,41.8,10.8,1574,4221,43,54,43,6437,421,8891,3902,8105,6827,1278,4688,1214,3474,2,74,1155,0,3457,0,11828,3621,8207,4191,7101,3795,741,320,54,19,311,57
11211,2016,99964,42089,28.9,5.8,76935,6384,348,5310,28,8455,2504,24803,75161,79041,74736,4305,20923,11045,9878,6724,4482,453,332,8237,695,89656,39246,50410,19445,19905,7323,26397,10570,2497,1115,1611,437
11222,2016,35695,50084,12.3,5.3,29256,1078,151,2129,9,1728,1344,4706,30989,25868,24744,1124,9827,4965,4862,6221,1298,93,139,1833,243,34306,22126,12180,5465,3312,1151,7821,3940,875,302,172,72
11249,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11201,2016,60061,71378,14.8,6.0,38567,8227,30,6763,108,3299,3067,7331,52730,47965,46023,1942,12096,5887,6209,3333,4645,441,224,2931,522,55877,41352,14525,4322,5782,1693,4164,552,3749,1875,830,202
11205,2016,44818,31492,33.9,10.6,21252,14271,63,3443,7,4279,1503,8608,36210,35936,34397,1539,8882,4100,4782,859,2602,677,100,4409,235,40589,22988,17601,7234,6621,2833,7640,2833,2122,1189,1218,379
11215,2016,69965,61680,8.1,4.8,52895,3192,149,5311,0,4493,3925,12095,57870,57831,55162,2669,12134,5939,6195,3826,3335,226,311,4049,387,64486,48206,16280,4750,8751,2945,3835,729,2762,916,932,160
11217,2016,38670,61230,12.5,6.4,22901,6589,85,2755,0,4422,1918,7697,30973,32200,29894,2306,6470,3382,3088,1704,1620,233,182,2435,296,35830,26191,9639,3032,5578,2069,2245,287,1264,467,552,209
11231,2016,36302,60791,14.8,8.8,24286,4709,132,1818,0,3503,1854,7501,28801,29623,27768,1855,6679,3388,3291,2601,1476,123,91,2145,243,33532,23752,9780,3292,5294,2129,3221,626,896,526,369,11
11251,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11213,2016,65434,30139,26.4,8.9,13526,44661,228,1379,0,3841,1799,7781,57653,41269,38864,2405,24165,13825,10340,1776,2041,742,44,19319,243,60540,43355,17185,6315,5736,2247,7443,2766,525,304,3481,998
11212,2016,86469,26233,35.3,13.5,4882,72455,257,1332,0,6157,1386,14664,71805,56813,54512,2301,29656,16544,13112,346,929,1282,9,27070,20,79314,63175,16139,6903,10777,4507,3181,1637,481,350,1700,409
11216,2016,55816,37252,20.8,10.4,13451,35215,263,2720,25,2235,1907,5479,50337,40936,39473,1463,14880,8514,6366,1132,2223,939,30,10314,242,53078,42966,10112,3246,4124,1246,3768,1133,1016,391,1204,476
11233,2016,72159,31772,29.8,10.0,4827,58003,175,1158,0,6508,1488,11249,60910,54898,53343,1555,17261,9396,7865,388,1160,1902,76,13571,164,66727,53549,13178,4493,7758,2786,2580,753,478,262,2362,692
11238,2016,53992,50241,13.9,6.9,22757,22744,63,3232,19,2472,2705,6396,47596,42549,41038,1511,11443,6848,4595,1813,2092,755,175,6422,186,50840,39158,11682,3015,5260,1137,4125,1183,1388,430,909,265
11207,2016,93251,28290,30.0,11.8,12698,61747,388,1216,113,14891,2198,30649,62602,62953,58474,4479,30298,16548,13750,467,1068,1304,0,27403,56,86533,57440,29093,11263,24387,9276,2449,1108,710,405,1547,474
11208,2016,95715,30174,29.7,9.7,24511,50977,278,5909,102,11798,2140,39247,56468,58185,53563,4622,37530,20234,17296,382,4653,2193,1,30245,56,87727,44042,43685,14717,33142,11012,6192,2350,1590,991,2761,364
11220,2016,101006,19935,33.7,8.7,26415,2499,535,41620,14,27272,2651,42298,58708,45067,40570,4497,55939,19782,36157,2323,31545,1308,17,20655,91,92704,15429,77275,53412,34705,21350,4202,1904,35015,28545,3353,1613
11232,2016,29387,24441,27.6,8.2,10808,1510,343,5866,33,9300,1527,16103,13284,16951,15026,1925,12436,5001,7435,792,4363,93,6,7089,93,27631,7560,20071,11389,13711,6935,1564,814,4480,3468,316,172
11204,2016,79332,27700,24.5,8.4,48426,769,155,24516,0,4317,1149,7923,71409,42867,41391,1476,36465,20782,15683,11129,20422,869,7,3891,147,72325,18620,53705,31089,5971,3254,23125,11746,20498,14379,4111,1710
11218,2016,74831,32240,22.7,6.2,42841,6315,356,13676,0,8867,2776,13974,60857,46665,44457,2208,28166,15384,12782,5789,12422,634,95,8902,324,68046,29705,38341,20320,11200,6174,21635,11081,3564,2373,1942,692
11219,2016,96287,20684,36.0,6.5,63410,1164,238,24033,0,6537,905,12102,84185,61760,58932,2828,34527,16101,18426,8102,19132,844,59,5997,393,84466,18133,66333,35614,9650,5543,33062,13493,19208,14813,4413,1765
11230,2016,88933,28375,24.1,8.2,61733,6709,398,12746,0,5904,1443,8510,80423,52426,50110,2316,36507,22491,14016,13039,15453,730,26,7157,102,81040,36298,44742,26469,6910,3964,28163,17731,4031,2896,5638,1878
11203,2016,75920,34059,18.0,9.9,3475,67735,95,1264,11,2267,1073,4847,71073,35407,34165,1242,40513,26955,13558,432,1251,823,34,37844,129,71420,56548,14872,5967,3717,1365,8594,3763,552,313,2009,526
