Zipcode,Year,Population,Economy: Median worker earnings,Economy: Percent below poverty level,Economy: Unemployment rate,Race: White,Race: Black or African American,Race: American Indian and Alaska Native,Race: Asian,Race: Native Hawaiian and Other Pacific Islander,Race: Other,Race: Two or more,Ethnicity: Hispanic or Latino,Ethnicity: Not Hispanic or Latino,Immigration: Native-born,Immigration: Native-born – in the US,"Immigration: Native-born – in Puerto Rico, US islands, or abroad to US parents",Immigration: Foreign-born,Immigration: Foreign-born – Naturalized citizen,Immigration: Foreign-born: Not US citizen,Immigration: Foreign-born – Europe,Immigration: Foreign-born – Asia,Immigration: Foreign-born – Africa,Immigration: Foreign-born – Oceania,Immigration: Foreign-born – Latin America,Immigration: Foreign-born – North America,Language: Population 5+ years,Language: English only,Language: Not English,Language: Not English – Speaks English 'less than well',Language: Spanish,Language: Spanish – Speaks English 'less than well',Language: Other Indo-European,Language: Other Indo-European – Speaks English 'less than well',Language: Asian and Pacific Islander,Language: Asian and Pacific Islander – Speaks English 'less than well',Language: Other,Language: Other – Speaks English 'less than well'
11210,2016,68435,35193,14.2,6.8,20260,41290,64,2752,0,2801,1268,5074,63361,41088,40014,1074,27347,16944,10403,1616,2949,895,29,21715,143,63698,41696,22002,11647,4272,1972,14346,8044,918,636,2466,995
11225,2016,60323,32960,19.6,12.4,13819,41065,167,1479,82,2585,1126,5913,54410,36787,35610,1177,23536,14227,9309,1413,1243,1396,14,19318,152,56254,39700,16554,6201,5076,1804,8524,3553,684,356,2270,488
11226,2016,101787,30998,18.9,9.4,12784,71548,154,3266,11,10544,3480,17589,84198,53765,51787,1978,48022,26840,21182,1101,2682,1901,32,42163,143,94680,58673,36007,15769,14784,6697,17031,7695,1035,492,3157,885
11234,2016,95546,40689,8.9,9.4,40757,44689,68,5281,11,3365,1375,9655,85891,60292,58800,1492,35254,26205,9049,5787,5118,1061,40,23149,99,90137,60178,29959,12702,6641,2188,16694,7839,2606,1255,4018,1420
11236,2016,100049,36296,14.0,8.5,5437,87209,454,2722,0,3051,1176,6014,94035,53556,51640,1916,46493,33347,13146,898,2161,1317,19,41965,133,94290,70411,23879,10688,4767,1534,15669,7441,1796,1056,1647,657
11239,2016,12468,29000,30.9,10.3,3821,7428,165,326,0,420,308,2248,10220,8622,7968,654,3846,3111,735,1836,501,75,0,1434,0,11885,7406,4479,2763,1276,452,2976,2139,178,160,49,12
11209,2016,67822,48163,14.3,7.3,51294,1415,155,8665,19,4310,1964,11266,56556,45135,43092,2043,22687,14601,8086,7511,9307,2251,57,3354,207,63491,32800,30691,12153,7227,2284,11332,4300,5963,3382,6169,2187
11214,2016,91728,31510,17.4,7.7,48182,1215,166,33497,0,7444,1224,13299,78429,40995,39034,1961,50733,30353,20380,15836,27505,1091,8,6199,94,85940,24998,60942,41173,9114,5994,22473,14901,26891,18831,2464,1447
11228,2016,46164,36012,13.1,8.4,27447,397,126,15761,36,1990,407,5129,41035,27700,26654,1046,18464,11668,6796,4754,11152,578,23,1870,87,42950,17941,25009,12687,3159,1231,7720,3265,12677,7634,1453,557
11223,2016,79730,29834,20.1,9.4,50499,3301,397,18293,165,5525,1550,10740,68990,41252,39528,1724,38478,23687,14791,12996,19352,960,16,5123,31,72921,26011,46910,28584,8389,4741,19002,11495,14547,10404,4972,1944
11224,2016,43444,30472,26.7,14.4,25657,9622,91,3041,23,3826,1184,8070,35374,24408,22625,1783,19036,15130,3906,12166,4267,404,0,2186,13,41268,16347,24921,14353,5328,1934,16054,10239,2466,1832,1073,348
11229,2016,82914,36408,16.1,8.3,56556,4341,23,16722,145,3408,1719,8638,74276,45157,43435,1722,37757,26687,11070,15411,17604,623,36,3937,146,77660,36327,41333,23268,5012,2259,20262,11558,13259,8221,2800,1230
11235,2016,78237,36727,20.5,8.2,60703,2191,302,11056,0,2357,1628,6596,71641,29307,28273,1034,48930,34519,14411,29360,15638,329,0,3582,21,73807,17850,55957,35483,4958,2871,41550,26768,7478,4772,1971,1072
11206,2016,86486,26384,36.4,12.3,39767,22553,579,5906,40,14226,3415,34582,51904,66629,60331,6298,19857,9825,10032,2114,4753,355,168,12307,160,79221,33278,45943,19606,27911,11510,12301,4777,4454,3011,1277,308
11221,2016,84034,30944,26.9,15.4,23951,46216,739,3087,0,7722,2319,30885,53149,63011,57992,5019,21023,9591,11432,1162,2184,643,26,16886,122,77950,48193,29757,12450,24620,10530,3211,1177,1232,479,694,264
11237,2016,53678,26861,30.8,12.3,28141,9790,350,3987,0,9750,1660,36441,17237,31385,28115,3270,22293,6426,15867,759,2858,203,57,18375,41,50182,15826,34356,17224,30172,15557,1462,321,2561,1270,161,76
10031,2016,60778,26244,24.4,9.7,17689,19916,246,2091,14,10619,10203,30804,29974,36566,35138,1428,24212,11333,12879,1291,1789,1358,113,19425,236,57882,24103,33779,15436,27549,13364,2698,729,1421,575,2111,768
10032,2016,63189,23353,27.2,11.6,19928,12119,752,2597,66,22137,5590,43343,19846,34120,31239,2881,29069,14159,14910,876,1595,459,65,25920,154,59934,17627,42307,22935,38195,21701,1861,466,1463,472,788,296
10033,2016,59353,26729,24.9,13.6,24531,6097,636,1389,65,22345,4290,41015,18338,31222,29549,1673,28131,14086,14045,2113,1161,478,21,24136,222,55682,15130,40552,20810,36109,19571,2439,794,762,256,1242,189
10034,2016,43951,26313,25.1,12.0,17431,4109,207,873,61,18876,2394,32123,11828,22660,21022,1638,21291,10536,10755,1232,812,152,36,18931,128,41026,11425,29601,15521,27475,15043,1527,337,352,127,247,14
10040,2016,45033,26019,22.8,10.2,16353,4635,361,1320,0,19906,2458,31416,13617,23074,21234,1840,21959,10697,11262,1459,1091,370,41,18820,178,42729,11918,30811,15591,27817,14662,1844,520,850,352,300,57
10026,2016,38540,40966,28.8,7.9,10025,21314,58,2076,31,3714,1322,8037,30503,29189,27866,1323,9351,4672,4679,1136,1487,2168,85,4320,155,35480,23654,11826,3720,5949,1805,3102,911,1532,697,1243,307
10027,2016,64120,35652,30.2,6.1,19234,26546,305,6201,5,9496,2333,15441,48679,46423,44384,2039,17697,7251,10446,2340,5083,2079,84,7671,440,60729,37084,23645,8103,12512,4494,5429,1329,4017,1538,1687,742
10030,2016,30358,28266,30.8,15.2,4829,19828,133,704,69,3001,1794,8246,22112,23787,23046,741,6571,3024,3547,343,456,2058,14,3680,20,28211,18765,9446,3320,6198,2141,2297,853,277,87,674,239
10037,2016,20112,35119,29.3,12.9,2161,14880,6,503,19,1392,1151,4710,15402,16602,16212,390,3510,1778,1732,246,329,684,14,2221,16,18601,13736,4865,1493,3122,1199,971,142,203,83,569,69
10039,2016,27471,27193,30.6,17.3,3260,17984,277,388,12,4473,1077,8428,19043,20746,20093,653,6725,3136,3589,233,500,1568,0,4414,10,25270,15716,9554,3982,6249,2878,1232,440,385,89,1688,575
10115,2016,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10029,2016,79411,30248,31.4,11.5,27547,22983,185,6912,125,19577,2082,37646,41765,60294,53755,6539,19117,8773,10344,1929,5415,1041,227,10426,79,75469,34127,41342,14491,30977,10736,4585,922,4554,2522,1226,311
10035,2016,34187,30435,39.5,9.5,7486,14313,279,1879,35,8796,1399,15322,18865,25357,23080,2277,8830,3138,5692,709,1525,725,11,5773,87,32181,16463,15718,6495,12222,5411,1670,470,1055,399,771,215
10023,2016,60307,93017,7.5,4.8,49506,2060,111,6270,21,1073,1266,6358,53949,46902,44702,2200,13405,6573,6832,4589,4884,559,580,2078,715,56288,40997,15291,3685,4739,1037,5739,747,3772,1633,1041,268
10024,2016,58516,71936,7.7,3.4,47632,3146,41,4282,0,1741,1674,6587,51929,47407,46067,1340,11109,5513,5596,4126,3224,234,272,2808,445,55495,42481,13014,3871,4724,1764,5457,1310,2055,716,778,81
10025,2016,94717,57228,16.1,7.6,62509,11505,790,8697,22,7221,3973,21508,73209,70333,66424,3909,24384,12591,11793,5475,6542,666,278,10434,989,89944,59292,30652,10972,16625,6759,7221,1505,5100,2497,1706,211
10069,2016,5231,101995,9.1,5.8,3764,158,0,1161,0,0,148,31,5200,3766,3766,0,1465,475,990,377,855,71,44,69,49,4741,2953,1788,414,58,0,720,57,676,265,334,92
10021,2016,45261,84018,6.8,2.9,37409,576,316,4280,59,1040,1581,3356,41905,35270,34470,800,9991,5006,4985,3832,3241,359,248,1805,506,41999,31416,10583,2348,2437,919,5461,1071,1830,298,855,60
10075,2016,23353,83235,7.5,4.1,20558,341,0,1152,0,699,603,2253,21100,17922,17428,494,5431,2688,2743,2225,1024,370,57,1719,36,22540,16943,5597,1216,2075,337,2618,645,658,177,246,57
10065,2016,30001,83911,4.6,3.5,26148,1010,14,2329,18,130,352,1819,28182,23237,22769,468,6764,3140,3624,2317,2296,440,183,1180,348,28213,21103,7110,1236,1737,384,3299,461,1532,322,542,69
10028,2016,48205,79430,5.9,3.3,41499,659,48,4436,134,371,1058,2941,45264,38959,37752,1207,9246,4875,4371,3832,3016,365,454,1345,234,46133,36009,10124,1791,2174,515,4839,754,2232,492,879,30
10044,2016,11731,62620,14.4,6.1,6234,1710,0,3034,0,255,498,1570,10161,5731,5208,523,6000,1484,4516,1274,2635,740,72,1256,23,11062,4676,6386,1925,1155,435,2052,412,2445,964,734,114
10128,2016,63006,71399,6.7,4.5,50826,3094,9,5828,0,940,2309,8212,54794,48797,47469,1328,14209,6980,7229,5607,4812,359,115,2985,331,59437,41625,17812,4206,5793,974,7822,1714,3287,1325,910,193
10162,2016,1253,125840,0.0,5.2,1069,0,0,94,0,0,90,0,1253,932,882,50,321,120,201,275,46,0,0,0,0,1062,741,321,81,0,0,275,81,46,0,0,0
10001,2016,23332,69355,17.5,6.9,14814,2235,32,5000,0,640,611,3589,19743,16237,15557,680,7095,3308,3787,1276,3663,507,154,1168,327,22837,13965,8872,2516,2575,704,1676,191,3233,1529,1388,92
10011,2016,50404,84217,9.7,4.3,40021,2313,64,5091,4,1415,1496,5517,44887,39211,38165,1046,11193,5501,5692,4368,3445,237,238,2222,683,48638,36368,12270,3541,4559,1484,4048,797,2923,1229,740,31
10018,2016,9684,80747,15.4,3.5,5724,532,0,2842,0,203,383,1599,8085,5642,5435,207,4042,1291,2751,842,1796,168,86,860,290,9284,5369,3915,1301,1119,405,1042,234,1597,649,157,13
10019,2016,39505,74604,11.8,5.4,27568,2551,196,6356,53,1481,1300,6020,33485,27617,26469,1148,11888,5801,6087,3045,4913,454,246,2817,413,38334,25125,13209,3879,4631,1554,3900,605,3696,1535,982,185
10020,2016,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10036,2016,25987,65271,12.4,6.5,16688,1945,119,5008,0,1704,523,4611,21376,17750,17068,682,8237,3047,5190,1456,3819,174,293,1999,496,25226,17200,8026,2520,3156,859,1927,409,2633,1213,310,39
10111,2016,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10105,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10118,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10112,2016,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10122,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10107,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10103,2016,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10104,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10110,2016,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10121,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10123,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10106,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10120,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10096,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10097,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10196,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10119,2016,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10010,2016,32854,81070,11.9,4.1,24356,1867,214,4963,0,511,943,4052,28802,25947,24739,1208,6907,3271,3636,2192,3281,270,107,746,311,31350,23860,7490,1773,2179,487,2620,388,2330,836,361,62
10016,2016,50444,82154,10.4,4.2,36626,1537,68,9872,0,411,1930,4341,46103,37866,36748,1118,12578,6175,6403,3501,6925,373,196,1220,363,48362,33687,14675,4425,3119,548,4078,711,6065,3029,1413,137
10017,2016,16533,82413,6.0,2.5,11965,503,0,3732,6,61,266,1148,15385,11316,10918,398,5217,2570,2647,1313,2824,327,60,473,220,15856,10910,4946,1144,876,172,1636,198,1912,643,522,131
10022,2016,30262,94439,4.9,3.4,25795,605,50,3170,0,236,406,1872,28390,24631,24118,513,5631,3573,2058,2339,1908,163,185,757,279,28893,22624,6269,721,1390,170,2813,114,1865,376,201,61
10055,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10153,2016,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10154,2016,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10152,2016,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10165,2016,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10168,2016,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10176,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10170,2016,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10174,2016,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10166,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10169,2016,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10167,2016,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10177,2016,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10172,2016,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10171,2016,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10175,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10151,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10173,2016,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10178,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10158,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10155,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10047,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10012,2016,24536,75176,10.4,3.8,18565,641,38,3959,12,367,954,1441,23095,17792,17313,479,6744,2813,3931,2467,2798,175,222,738,344,23778,16775,7003,1881,1168,339,2858,320,2520,1145,457,77
10013,2016,28211,62333,10.6,4.4,15813,1371,36,9039,0,491,1461,2025,26186,19144,18575,569,9067,4881,4186,1479,6348,149,262,648,181,26472,16376,10096,5250,1311,316,1655,125,6953,4801,177,8
10014,2016,31464,87742,6.0,5.7,27978,417,126,1770,0,580,593,2150,29314,26061,25426,635,5403,1898,3505,2210,1324,93,511,559,706,30514,25550,4964,590,1421,258,2473,182,707,140,363,10
10002,2016,78096,32844,27.8,8.8,24591,6638,196,33352,8,10432,2879,20754,57342,45695,40743,4952,32401,19670,12731,2375,24969,230,134,4527,166,75254,27808,47446,27864,15550,5354,3189,884,28188,21562,519,64
10003,2016,56767,66660,9.9,5.5,44001,2493,105,7348,8,1198,1614,4470,52297,45846,44427,1419,10921,3846,7075,3556,4845,177,300,1226,817,55010,42784,12226,2704,3486,709,3929,438,4205,1459,606,98
10009,2016,59799,52330,22.6,5.5,36219,4898,89,8096,70,8463,1964,15200,44599,45479,40840,4639,14320,7487,6833,3460,5768,461,467,3586,578,58261,35505,22756,8747,11992,4534,3780,806,6381,3309,603,98
10004,2016,3044,99853,4.8,6.5,2201,31,0,744,6,12,50,250,2794,2296,2240,56,748,286,462,249,398,4,23,74,0,2959,2438,521,48,84,0,193,11,227,37,17,0
10005,2016,8710,81189,12.1,3.5,6425,245,0,1625,0,211,204,596,8114,6468,6110,358,2242,830,1412,682,1099,28,68,263,102,8356,6573,1783,280,363,80,531,7,756,193,133,0
10006,2016,3277,89849,6.7,2.3,2162,99,0,686,0,111,219,387,2890,2311,2177,134,966,452,514,345,461,14,73,42,31,2956,2146,810,133,209,0,354,0,215,117,32,16
10007,2016,6740,137376,3.4,1.3,4790,390,0,1062,0,107,391,668,6072,4908,4787,121,1832,644,1188,724,699,53,0,345,11,6445,4716,1729,495,540,233,528,74,621,174,40,14
10038,2016,22300,61474,18.0,5.9,11212,1940,66,7460,0,1041,581,3476,18824,14445,13620,825,7855,4353,3502,1396,5125,76,190,949,119,21479,11548,9931,4642,2588,1082,2298,464,4971,3096,74,0
10280,2016,9845,100271,5.8,4.2,7584,156,0,1630,0,190,285,1107,8738,7001,6801,200,2844,1240,1604,1156,1224,78,26,310,50,9030,5770,3260,606,917,73,1231,279,851,239,261,15
10048,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10281,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10282,2016,5635,157326,4.8,2.2,3986,78,0,1243,0,85,243,388,5247,3921,3825,96,1714,611,1103,707,575,14,0,265,153,4702,3446,1256,305,275,85,446,58,520,147,15,15
10279,2016,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10270,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10271,2016,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10041,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10278,2016,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10043,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10081,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10275,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10265,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10045,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10203,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10259,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10260,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10285,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10286,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11101,2016,26505,41225,21.0,9.3,12794,4095,182,5088,38,3095,1213,7937,18568,16364,15505,859,10141,4560,5581,1733,3663,168,157,4372,48,25082,12389,12693,6248,6513,3432,3311,1469,2529,1261,340,86
11102,2016,33750,36996,17.9,7.1,19623,3662,144,5055,38,4340,888,9829,23921,19805,18877,928,13945,7495,6450,3557,3476,642,20,6119,131,32146,13980,18166,7843,8001,3951,7198,2607,1986,848,981,437
11103,2016,38861,40532,14.1,6.7,27142,1103,101,6130,53,3051,1281,9358,29503,22325,21339,986,16536,9069,7467,5273,4438,957,35,5773,60,37096,16096,21000,9344,7590,3569,9282,3809,2794,1423,1334,543
11104,2016,26102,39467,14.1,6.0,17314,384,29,5524,0,2039,812,8384,17718,12938,12320,618,13164,6361,6803,2381,5405,306,23,5001,48,24681,8614,16067,8808,7045,3566,5219,2598,3223,2296,580,348
11105,2016,37297,41091,11.0,6.3,27733,816,113,4974,0,2639,1022,8145,29152,23618,22343,1275,13679,8341,5338,5223,3693,636,6,3978,143,35459,16010,19449,7065,6132,2506,10042,3534,2172,704,1103,321
11106,2016,39409,40385,17.5,8.5,21854,2759,83,8155,8,4797,1753,11470,27939,23169,21350,1819,16240,8369,7871,3380,5576,461,16,6594,213,37420,15957,21463,9740,9063,4741,7757,2900,3898,1856,745,243
11109,2016,4964,100385,8.1,2.0,3179,235,0,1273,0,60,217,312,4652,2998,2851,147,1966,547,1419,758,914,14,15,230,35,4464,2547,1917,435,239,73,915,161,644,201,119,0
11368,2016,112982,21986,21.7,6.2,46903,13664,1096,12840,0,35780,2699,83843,29139,45881,44034,1847,67101,22265,44836,1270,9213,2423,96,54095,4,102482,13489,88993,54521,72747,45573,6109,2687,7738,5594,2399,667
11369,2016,37823,24973,17.0,7.9,9284,5989,45,5356,0,15800,1349,23908,13915,16507,15732,775,21316,11105,10211,448,4051,283,0,16492,42,35442,8325,27117,13623,21201,11098,3759,1469,1829,980,328,76
11370,2016,34445,30922,17.7,8.1,13677,5017,293,7732,0,7014,712,12934,21511,18736,17823,913,15709,9718,5991,2238,5560,279,22,7596,14,32902,10949,21953,10726,11301,5909,7260,3034,2719,1650,673,133
11372,2016,64109,30180,16.5,5.3,39641,1613,129,12926,143,8002,1655,38225,25884,25412,23980,1432,38697,15108,23589,2969,9959,398,115,25133,123,60473,11694,48779,26596,33790,19389,9068,3905,5153,2923,768,379
11373,2016,96616,25653,20.3,6.1,28730,2277,477,48112,15,14693,2312,38262,58354,31337,30023,1314,65279,30694,34585,1442,37830,317,87,25425,178,90373,12551,77822,48874,33650,20724,11994,7118,31597,20734,581,298
11377,2016,90883,30648,15.1,5.7,44454,2262,295,33736,0,7305,2831,35435,55448,38688,36747,1941,52195,21047,31148,4456,25846,431,45,21304,113,85886,20020,65866,37289,30135,17962,17227,8601,17433,10364,1071,362
11378,2016,33270,37587,10.8,7.0,24882,640,89,3409,28,3401,821,10391,22879,20371,19398,973,12899,7736,5163,5514,2628,304,0,4414,39,31221,14287,16934,7088,7739,2715,6158,2586,2686,1708,351,79
11354,2016,58551,28501,21.6,6.2,12974,2049,152,35477,6,5967,1926,10352,48199,20723,19594,1129,37828,17169,20659,1995,29726,40,0,6031,30,55640,11498,44142,33590,8669,5485,5467,2798,29867,25262,139,45
11355,2016,82028,24144,23.1,6.4,10317,2817,295,60445,64,6052,2038,10553,71475,23203,22240,963,58825,26814,32011,1603,49404,185,30,7547,56,78072,11608,66464,53032,9186,6350,8400,4944,48613,41590,265,148
11356,2016,24405,31201,12.7,5.5,8632,496,173,7751,47,6499,807,9434,14971,13049,12836,213,11356,5766,5590,820,5895,125,20,4488,8,22421,6787,15634,10014,7539,4591,1777,967,6015,4294,303,162
11357,2016,39259,46841,5.5,6.7,28368,198,86,8199,0,1403,1005,5446,33813,26041,25601,440,13218,9496,3722,5054,5910,98,0,2156,0,36972,18378,18594,9255,3755,1213,7695,3101,6939,4822,205,119
11358,2016,37461,37313,9.9,5.1,16358,434,61,16785,0,2864,959,6243,31218,19057,18575,482,18404,10481,7923,2484,12454,41,33,3303,89,35655,11755,23900,14330,5096,2625,4631,1873,13967,9797,206,35
11359,2016,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11360,2016,19309,52231,6.3,5.8,12697,326,49,4986,0,924,327,2614,16695,12381,12200,181,6928,4801,2127,1658,4245,25,8,965,27,18375,9454,8921,3711,1493,276,2876,832,4402,2602,150,1
11361,2016,29322,43538,7.9,6.5,14824,743,0,11427,0,1564,764,4433,24889,17166,16904,262,12156,7528,4628,1823,8315,109,11,1856,42,27877,12038,15839,7991,3191,1005,3158,1063,9176,5848,314,75
11362,2016,18198,51478,7.2,5.3,9374,437,0,7404,0,398,585,1765,16433,11254,10925,329,6944,5005,1939,964,4804,252,8,900,16,17147,8685,8462,4511,872,351,1698,647,5749,3421,143,92
11363,2016,7577,50711,8.5,5.8,4584,92,0,2252,0,325,324,1316,6261,5161,5035,126,2416,1703,713,387,1449,0,0,572,8,7172,3551,3621,1652,977,409,562,86,2082,1157,0,0
11364,2016,35068,46132,8.0,5.0,14614,1020,37,17793,59,659,886,2930,32138,18999,18478,521,16069,11781,4288,1736,12657,76,7,1557,36,33273,13009,20264,10758,2093,605,2966,1237,14912,8880,293,36
11374,2016,43158,42224,15.1,6.2,25900,1432,76,11981,0,2451,1318,8177,34981,17420,16472,948,25738,17671,8067,6199,13700,562,0,5144,133,40917,12077,28840,13068,6764,2784,13346,6139,7541,3843,1189,302
11375,2016,71159,58015,9.7,5.4,44992,2251,262,18997,72,2265,2320,9808,61351,39169,37921,1248,31990,23035,8955,8030,17488,623,22,5509,318,66158,29364,36794,13884,7199,2007,15351,5750,11975,5611,2269,516
11379,2016,36082,45551,8.7,7.1,29305,471,22,3715,0,1716,853,6957,29125,24060,23177,883,12022,8538,3484,6116,3022,181,18,2666,19,34393,19022,15371,6458,4493,1418,7506,3214,2998,1741,374,85
11385,2016,103372,35705,14.3,6.1,85096,2329,229,6947,46,6683,2042,44865,58507,61374,58236,3138,41998,19882,22116,18085,5646,1703,90,16298,176,96682,42840,53842,23532,28929,11690,19079,8795,3977,2078,1857,969
11365,2016,44617,35673,13.9,9.6,15988,2637,205,19835,0,4316,1636,8451,36166,24181,23271,910,20436,13791,6645,1612,14548,38,39,4123,76,41338,15748,25590,13105,5784,2253,4456,1813,14751,8934,599,105
11366,2016,14042,41272,13.6,9.2,6552,729,0,5952,0,347,462,1222,12820,6972,6789,183,7070,5005,2065,920,5109,159,0,865,17,13226,4798,8428,3663,883,291,2770,1120,4206,2173,569,79
11367,2016,42663,35503,13.3,6.3,24409,3885,103,10629,0,1876,1761,6874,35789,25138,24002,1136,17525,11962,5563,2795,10427,538,0,3617,148,38899,15838,23061,10867,5468,2180,7754,3143,6798,4675,3041,869
11414,2016,28247,45809,10.7,7.6,22442,512,0,1170,0,2853,1270,6225,22022,22590,21681,909,5657,4229,1428,2515,928,69,0,2068,77,26773,17488,9285,2957,3899,983,4850,1708,383,266,153,0
